MIRINAE,FTR,10.4,0
No Way Back,ETR,10.4,0
Pentiment,FTR,10.4,0
Placebo Battler,FTR,10.4,0
PUPA,FTR,10.4,0
Qovat,FTR,10.4,0
Rays of Remnant,BYD,10.4,0
Singularity VVVIP,BYD,10.4,0
The Raft taught me your heart will always find a way,ETR,10.4,0
To the Milky Way,FTR,10.4,0
yuardina,FTR,10.4,0
8-EM,ETR,10.3,0
99 Glooms,FTR,10.3,0
Breach of Faith,FTR,10.3,0
BREaK! BREaK! BREaK!,ETR,10.3,0
Dual Doom Deathmatch,ETR,10.3,0
ENERGY SYNERGY MATRIX,BYD,10.3,0
Ether Strike,FTR,10.3,0
Hiiro Gekka Kyoushou no Zetsu (nayuta 2017 ver),FTR,10.3,0
Ikazuchi,FTR,10.3,0
IZANA,FTR,10.3,0
Metallic Punisher,FTR,10.3,0
OMAKENO Stroke,BYD,10.3,0
Party Vinyl,BYD,10.3,0
ROST PAGE GENE,FTR,10.3,0
SUPER AMBULANCE,FTR,10.3,0
Tiferet,FTR,10.3,0
To Alice Liddell,FTR,10.3,0
ultradiaxon-N3,FTR,10.3,0
Viyellas Tears,FTR,10.3,0
zephyrlasting,ETR,10.3,0
Angels Boundary,FTR,10.2,0
aterlbus,FTR,10.2,0
Capella,FTR,10.2,0
conflict,FTR,10.2,0
GOODRAGE,ETR,10.2,0
Grandspell,FTR,10.2,0
lastendconductor,BYD,10.2,0
Logos,FTR,10.2,0
Loschen,FTR,10.2,0
Magnolia,FTR,10.2,0
Malicious Mischance,FTR,10.2,0
NEO WINGS,FTR,10.2,0
Nirv lucE,FTR,10.2,0
Quon (DJ Noriken),BYD,10.2,0
Red and Blue and Green,BYD,10.2,0
Redolent Shape,FTR,10.2,0
Renegade,BYD,10.2,0
Valhalla0,FTR,10.2,0
Your Best Nightmare,BYD,10.2,0
BlazinG AIR,ETR,10.1,0
Cryogenic,ETR,10.1,0
Dont Die,ETR,10.1,0
G e n g a o z o,FTR,10.1,0
Gensou no Satellite,ETR,10.1,0
INFINITE DIMENSION,ETR,10.1,0
Kanbu de Tomatte Sugu Tokeru,FTR,10.1,0
Medusa,FTR,10.1,0
My life is mine alone!,ETR,10.1,0
OBLIVION,ETR,10.1,0
PRAGMATISM,FTR,10.1,0
Trrricksters!!,FTR,10.1,0
Undying Macula,FTR,10.1,0
Were All Gonna Die,FTR,10.1,0
Welcome Queen of Fiction,FTR,10.1,0
Alexandrite,FTR,10,0
Altale,BYD,10,0
AZALEA,ETR,10,0
Bamboo,FTR,10,0
Bookmaker (2D Version),BYD,10,0
Chromafill,FTR,10,0
Free Myself,FTR,10,0
HIVEMIND,FTR,10,0
Laqryma of the Wasteland,BYD,10,0
Liar,FTR,10,0
Masquerade Legion,FTR,10,0
Oshama Scramble!,FTR,10,0
Scarlet Lance,FTR,10,0
Sheriruth,FTR,10,0
Third Sun,ETR,10,0
TRPNO,FTR,10,0
Vicious Heroism,FTR,10,0
World Ender,FTR,10,0
Xanatos,FTR,10,0
~_+,FTR,9.9,0
7thSense,FTR,9.9,0
Amekagura,FTR,9.9,0
ANDORXOR,FTR,9.9,0
Anokumene,BYD,9.9,0
Antagonism,FTR,9.9,0
Arcahv,FTR,9.9,0
Ashen 6oundary,FTR,9.9,0
Astra walkthrough,FTR,9.9,0
Beautiful Dreamer,FTR,9.9,0
CHAIN2NITE,ETR,9.9,0
Code Oblivion,FTR,9.9,0
Dement ~after legend~,BYD,9.9,0
Desive,FTR,9.9,0
Devillic Sphere,FTR,9.9,0
Distortion Human,FTR,9.9,0
Galaxy Friends,FTR,9.9,0
Heavensdoor,FTR,9.9,0
Hypnotize,ETR,9.9,0
Ignotus Afterburn,BYD,9.9,0
incomplete the one,ETR,9.9,0
Infinite Strife,FTR,9.9,0
INTERNET YAMERO,FTR,9.9,0
Lilly,FTR,9.9,0
MAXRAGE,FTR,9.9,0
Mirzam,FTR,9.9,0
Modelista,FTR,9.9,0
New York Back Raise,FTR,9.9,0
Nhelv,FTR,9.9,0
Paradox Palette,ETR,9.9,0
Shinchoku Doudesuka,ETR,9.9,0
STARGATE EXTREME,ETR,9.9,0
Summer Fireworks of Love,FTR,9.9,0
Swan Song,FTR,9.9,0
Syriana,FTR,9.9,0
The Survivor (Game Edit),FTR,9.9,0
Tic! Tac! Toe!,ETR,9.9,0
Trap Crow,FTR,9.9,0
trappola bewitching,FTR,9.9,0
Ultimate taste,FTR,9.9,0
Vainspire,ETR,9.9,0
ViRTUS,FTR,9.9,0
Xxium and Purple haze,FTR,9.9,0
10pt8ion,FTR,9.8,0
Ai Drew,FTR,9.8,0
Altale,FTR,9.8,0
Ascent,FTR,9.8,0
Black Territory,FTR,9.8,0
Callima Karma,FTR,9.8,0
Corruption,FTR,9.8,0
Crimson Quartz,ETR,9.8,0
Cybernecia Catharsis,BYD,9.8,0
Defection,FTR,9.8,0
disintegration,ETR,9.8,0
Einherjar Joker,FTR,9.8,0
Far Away Light,FTR,9.8,0
FLUFFY FLASH,FTR,9.8,0
FREEF4LL,BYD,9.8,0
Genesis (Morrigan feat. Lily),FTR,9.8,0
GOODTEK (Arcaea Edit),BYD,9.8,0
Got hive of Ra,FTR,9.8,0
Haze of Autumn,FTR,9.8,0
Heavenly caress,FTR,9.8,0
Hybris (The one who shattered),FTR,9.8,0
HYPER VISION,FTR,9.8,0
Ignition,FTR,9.8,0
init(),FTR,9.8,0
Kanagawa Cyber Culvert,BYD,9.8,0
Kanjou no Matenrou,FTR,9.8,0
LiftOff,ETR,9.8,0
LIGHT MY WAY,FTR,9.8,0
Linear Accelerator,FTR,9.8,0
Lost Civilization,BYD,9.8,0
Lost Desire,FTR,9.8,0
Macrocosmic Modulation,FTR,9.8,0
Mazy Metroplex,FTR,9.8,0
MEGALOVANIA (Camellia Remix),FTR,9.8,0
Memory Forest,FTR,9.8,0
Miles,ETR,9.8,0
MORNINGLOOM,ETR,9.8,0
Nameless Passion,FTR,9.8,0
Nightmare,FTR,9.8,0
Old School Salvage,FTR,9.8,0
Ouverture,FTR,9.8,0
Protoflicker,FTR,9.8,0
qualia -ideaesthesia-,BYD,9.8,0
RGB,FTR,9.8,0
Scarlet Cage,FTR,9.8,0
Scarlet Lunar Empress,FTR,9.8,0
shrink,FTR,9.8,0
Signal,FTR,9.8,0
SOUNDWiTCH,FTR,9.8,0
taboo tears you up 2017,ETR,9.8,0
Technicolour,FTR,9.8,0
THE ULTIMACY,FTR,9.8,0
To the Furthest Dream,FTR,9.8,0
U.A.D,ETR,9.8,0
Waltz for Lorelei,ETR,9.8,0
Wont Back Down,FTR,9.8,0
World Fragments III (radio edit),FTR,9.8,0
Xeraphinite,FTR,9.8,0
Xterfusion,FTR,9.8,0
yomibito_shirazu,FTR,9.8,0
+1(UNKNOWN)-NUMBER,FTR,9.7,0
Acheron,FTR,9.7,0
AlterAle,FTR,9.7,0
amygdata,FTR,9.7,0
Awaken In Ruins,FTR,9.7,0
B.B.K.K.B.K.K.,FTR,9.7,0
BADTEK,FTR,9.7,0
BATTLE NO.1,FTR,9.7,0
Black Lotus,FTR,9.7,0
Black Mirror on the Wall,ETR,9.7,0
BLRINK,FTR,9.7,0
Dazzle hop,FTR,9.7,0
Dreadnought,FTR,9.7,0
DX Choseinou Full Metal Shojo,FTR,9.7,0
Fallensquare,FTR,9.7,0
Filament,FTR,9.7,0
goldenslaughterer,FTR,9.7,0
Hailstone,FTR,9.7,0
Heart Jackin,FTR,9.7,0
Hotarubi no Yuki,FTR,9.7,0
Innocence,ETR,9.7,0
IONOSTREAM,ETR,9.7,0
Last Eternity,BYD,9.7,0
Last Goodbye,ETR,9.7,0
Lets Rock (Arcaea mix),FTR,9.7,0
Lethaeus,FTR,9.7,0
Lost in the Abyss,FTR,9.7,0
Loveless Dress,FTR,9.7,0
Luna Rossa,FTR,9.7,0
Monochrome Princess,FTR,9.7,0
Moonheart,BYD,9.7,0
neo kosmo,FTR,9.7,0
Oblivia,BYD,9.7,0
Particle,ETR,9.7,0
Rays of Remnant,FTR,9.7,0
SACRIFICE feat. ayame,FTR,9.7,0
Snow White,BYD,9.7,0
Sulfur,FTR,9.7,0
SUPERNOVA,FTR,9.7,0
Tau,FTR,9.7,0
Teriqma,BYD,9.7,0
Teriqma,BYD,9.7,0
The Forgotten Forest Haven,FTR,9.7,0
The Message,FTR,9.7,0
u,FTR,9.7,0
Vallista,FTR,9.7,0
Vandalism,FTR,9.7,0
A Wandering Melody of Love,FTR,9.6,0
Alone & Lorn,FTR,9.6,0
Antithese,BYD,9.6,0
Arghena,PRS,9.6,0
Astral tale,FTR,9.6,0
Avant Raze,FTR,9.6,0
carmine scythe,FTR,9.6,0
CHAOSBLAST,FTR,9.6,0
Designant,PRS,9.6,0
Distorted Fate,FTR,9.6,0
ENERGY SYNERGY MATRIX,FTR,9.6,0
epitaxy,ETR,9.6,0
Eternity Break,FTR,9.6,0
Factorder,ETR,9.6,0
Heart,FTR,9.6,0
IMPACT,FTR,9.6,0
Infinity Heaven,BYD,9.6,0
Last Moment,BYD,9.6,0
Lazy Addiction,FTR,9.6,0
LunarOrbit -believe in the Espebranch road-,FTR,9.6,0
Melty Rhapsody,FTR,9.6,0
next to you,BYD,9.6,0
Paranoid Arc,FTR,9.6,0
Purgatorium,BYD,9.6,0
Purple Verse,FTR,9.6,0
Quon (Feryquitous),FTR,9.6,0
Remind the Souls (short version),FTR,9.6,0
Renegade,FTR,9.6,0
See the Lights!,ETR,9.6,0
Stratoliner,FTR,9.6,0
Subsphere in Eclosion,FTR,9.6,0
Vindication,FTR,9.6,0
8-EM,FTR,9.5,0
astral.exe,FTR,9.5,0
Cybernecia Catharsis,FTR,9.5,0
DataErr0r,FTR,9.5,0
Dies irae,FTR,9.5,0
dropdead,PRS,9.5,0
Dual Dependency,FTR,9.5,0
Dynitikos,FTR,9.5,0
End of The Moonlight,FTR,9.5,0
Evening in Scarlet,FTR,9.5,0
Fairytale,BYD,9.5,0
felys final remix,FTR,9.5,0
Fracture Ray,PRS,9.5,0
GIMMICK,FTR,9.5,0
Illegal Paradise,FTR,9.5,0
In Vain,FTR,9.5,0
Inverted World,FTR,9.5,0
Jingle,ETR,9.5,0
Lumia,BYD,9.5,0
MAHOROBA,FTR,9.5,0
MARENYX,FTR,9.5,0
MEGALOVANIA,FTR,9.5,0
NULCTRL,FTR,9.5,0
O,FTR,9.5,0
OBLIVION,FTR,9.5,0
ODYSSEIA,FTR,9.5,0
OMAKENO Stroke,FTR,9.5,0
On And On!! feat. Jenga,FTR,9.5,0
One Step Closer,FTR,9.5,0
Particle,FTR,9.5,0
Rain of Conflict in a Radiant Abyss,FTR,9.5,0
SATISFACTION,ETR,9.5,0
Someday,FTR,9.5,0
STAGER (ALL STAGE CLEAR),FTR,9.5,0
Straight into the lights,FTR,9.5,0
Tempestissimo,PRS,9.5,0
The Raft taught me your heart will always find a way,FTR,9.5,0
Transient Space,FTR,9.5,0
Twilight Concerto,FTR,9.5,0
Viola Illyria,FTR,9.5,0
zephyrlasting,FTR,9.5,0
AI[UE]OON,FTR,9.4,0
AZALEA,FTR,9.4,0
Be There,FTR,9.4,0
BlythE,FTR,9.4,0
CROSS+OVER,FTR,9.4,0
CROSS+SOUL,FTR,9.4,0
Crystal Gravity,FTR,9.4,0
Death By Glamour,ETR,9.4,0
Dont Die,FTR,9.4,0
Dreamin Attraction!!,FTR,9.4,0
DRG,FTR,9.4,0
Equilibrium,FTR,9.4,0
FANTA5Y,FTR,9.4,0
Final Step!,FTR,9.4,0
FURETE-MITAI,ETR,9.4,0
Head BONK ache,FTR,9.4,0
I want You,ETR,9.4,0
Impure Bird,FTR,9.4,0
inkar usi,BYD,9.4,0
Lapis,FTR,9.4,0
lastendconductor,FTR,9.4,0
Let you DIVE! (nitro rmx),FTR,9.4,0
MANTIS (Arcaea Ultra-Bloodrush VIP),FTR,9.4,0
MERLIN,BYD,9.4,0
mod,FTR,9.4,0
OMAJINAI,FTR,9.4,0
Party Vinyl,FTR,9.4,0
PICO-Pico-Translation!,FTR,9.4,0
Ravens Pride,FTR,9.4,0
Red and Blue,FTR,9.4,0
Redraw the Colorless World,FTR,9.4,0
SAIKYO STRONGER,PRS,9.4,0
Sakura Fubuki,FTR,9.4,0
Specta,FTR,9.4,0
Teriqma,FTR,9.4,0
Testify,PRS,9.4,0
Third Sun,FTR,9.4,0
undefined,FTR,9.4,0
VECTOR,FTR,9.4,0
with U,FTR,9.4,0
Yosakura Fubuki,FTR,9.4,0
Your voice so... feat. Such,FTR,9.4,0
Auxesia,FTR,9.3,0
Blaster,FTR,9.3,0
Blocked Library,FTR,9.3,0
Can I Friend You on Bassbook lol,FTR,9.3,0
Dont Fight The Music,FTR,9.3,0
False Embellishment,FTR,9.3,0
Feels So Right feat. Renko,FTR,9.3,0
Floating World,FTR,9.3,0
Glow,FTR,9.3,0
GOODRAGE,FTR,9.3,0
GOODTEK (Arcaea Edit),FTR,9.3,0
Grievous Lady,PRS,9.3,0
HELLOHELL,ETR,9.3,0
Ignotus,FTR,9.3,0
Lost Emotion feat. nomico,FTR,9.3,0
Oracle,FTR,9.3,0
Small Cloud Sugar Candy,FTR,9.3,0
STARGATE EXTREME,FTR,9.3,0
Syro,FTR,9.3,0
The Formula,FTR,9.3,0
#1f1e33,PRS,9.2,0
3rd Avenue,FTR,9.2,0
Alice a la mode,FTR,9.2,0
ALTER EGO,PRS,9.2,0
Anokumene,FTR,9.2,0
cocoro cosmetic,FTR,9.2,0
Cryogenic,FTR,9.2,0
Dancin on a Cats Paw,FTR,9.2,0
Ladymade Star,ETR,9.2,0
Leave All Behind,FTR,9.2,0
Libertas,FTR,9.2,0
Lost Civilization,FTR,9.2,0
Phantasia,FTR,9.2,0
Rugie,FTR,9.2,0
Sign of 10.5km,FTR,9.2,0
Strongholds,FTR,9.2,0
Used to be,FTR,9.2,0
Aegleseeker,PRS,9.1,0
Alices Suitcase,FTR,9.1,0
Blue Rose,FTR,9.1,0
Coastal Highway,FTR,9.1,0
dropdead,FTR,9.1,0
Empire of Winter,FTR,9.1,0
Essence of Twilight,FTR,9.1,0
Faint Light (Arcaea Edit),FTR,9.1,0
Gimme Caramel Popcorn!,ETR,9.1,0
Iconoclast,FTR,9.1,0
Journey,FTR,9.1,0
Laqryma of the Wasteland,FTR,9.1,0
Life is PIANO,FTR,9.1,0
Prayer,ETR,9.1,0
qualia -ideaesthesia-,FTR,9.1,0
ReviXy,FTR,9.1,0
Shades of Light in a Transcendent Realm,BYD,9.1,0
Flyburg and Endroll,FTR,9,0
Galactic Love,FTR,9,0
Jump,FTR,9,0
Kanagawa Cyber Culvert,FTR,9,0
Last,FTR,9,0
Lawless Point,FTR,9,0
Primeval Texture,FTR,9,0
Turbocharger,FTR,9,0
Vexaria,BYD,9,0
Abstruse Dilemma,PRS,8.9,0
Aether Crest Astral,PRS,8.9,0
BlazinG AIR,FTR,8.9,0
Chelsea,FTR,8.9,0
Chronicle,PRS,8.9,0
Chronostasis,FTR,8.9,0
Dual Doom Deathmatch,FTR,8.9,0
Evoltex (poppin mix),FTR,8.9,0
Flashback,FTR,8.9,0
GENOCIDER,PRS,8.9,0
Give Me a Nightmare,FTR,8.9,0
Hypnotize,FTR,8.9,0
Ii,PRS,8.9,0
INCARNATOR 00,FTR,8.9,0
Lights of Muse,FTR,8.9,0
Lucid Traveler,PRS,8.9,0
Maze No.9,FTR,8.9,0
memoryfactory.lzh,FTR,8.9,0
MERLIN,FTR,8.9,0
No Way Back,FTR,8.9,0
REKKA RESONANCE,PRS,8.9,0
Suomi,ETR,8.9,0
TeraVolt,PRS,8.9,0
To the Milky Way,PRS,8.9,0
Your Best Nightmare,FTR,8.9,0
Aleph 0,PRS,8.8,0
Antithese,FTR,8.8,0
BREaK! BREaK! BREaK!,FTR,8.8,0
Clotho and the stargazer,ETR,8.8,0
Cosmica,FTR,8.8,0
Cosmo Pop Funclub,FTR,8.8,0
Crimson Quartz,FTR,8.8,0
CYCLES,FTR,8.8,0
Dialnote,FTR,8.8,0
Extradimensional Cosmic Phenomenon,PRS,8.8,0
Hidden Rainbows of Epicurus,ETR,8.8,0
incomplete the one,FTR,8.8,0
Lament Rain,PRS,8.8,0
MORNINGLOOM,FTR,8.8,0
My life is mine alone!,FTR,8.8,0
next to you,FTR,8.8,0
NULL APOPHENIA,PRS,8.8,0
Paradox Palette,FTR,8.8,0
Particle Arts,FTR,8.8,0
PRIMITIVE LIGHTS,PRS,8.8,0
Saint or Sinner,FTR,8.8,0
Shinchoku Doudesuka,FTR,8.8,0
Solitary Dream,FTR,8.8,0
Surrender,FTR,8.8,0
Tic! Tac! Toe!,FTR,8.8,0
Vivid Theory,FTR,8.8,0
Waltz for Lorelei,FTR,8.8,0
AlterGate,PRS,8.7,0
Arcana Eden,PRS,8.7,0
Back to Basics,PRS,8.7,0
Beside You,FTR,8.7,0
Call My Name feat. Yukacco,FTR,8.7,0
cry of viyella,FTR,8.7,0
Gensou no Satellite,FTR,8.7,0
Grimheart,FTR,8.7,0
Heartache,ETR,8.7,0
IONOSTREAM,FTR,8.7,0
Paper Witch,FTR,8.7,0
Pentiment,PRS,8.7,0
Quon (DJ Noriken),FTR,8.7,0
Senkyou,FTR,8.7,0
Tsuki ni Murakumo Hana ni Kaze,FTR,8.7,0
U.A.D,FTR,8.7,0
Undying Macula,PRS,8.7,0
WAIT FOR DAWN,FTR,8.7,0
Wake in Hour,ETR,8.7,0
April showers,FTR,8.6,0
Black Mirror on the Wall,FTR,8.6,0
BUCHiGiRE Berserker,PRS,8.6,0
CHAIN2NITE,FTR,8.6,0
Ego Eimi,PRS,8.6,0
enchanted love,FTR,8.6,0
epitaxy,FTR,8.6,0
Factorder,FTR,8.6,0
FREEF4LL,FTR,8.6,0
Gekka (short version),FTR,8.6,0
HIVEMIND,PRS,8.6,0
INFINITE DIMENSION,FTR,8.6,0
Judgement,PRS,8.6,0
PRAGMATISM,PRS,8.6,0
See the Lights!,FTR,8.6,0
Silent Rush,FTR,8.6,0
ViRTUS,PRS,8.6,0
Altair (feat. spiLa),FTR,8.5,0
And Revive The Melody,PRS,8.5,0
Angels Boundary,PRS,8.5,0
Aurgelmir,PRS,8.5,0
Axium Crisis,PRS,8.5,0
Babaroque,FTR,8.5,0
Dandelion,FTR,8.5,0
DDD,FTR,8.5,0
Desertrealm,PRS,8.5,0
Harutopia ~Utopia of Spring~,FTR,8.5,0
Innocence,FTR,8.5,0
LAMIA,PRS,8.5,0
Live Fast Die Young,PRS,8.5,0
Misdeed -la bonte de Dieu et lorigine du mal-,PRS,8.5,0
Overwhelm,PRS,8.5,0
Reinvent,FTR,8.5,0
SATISFACTION,FTR,8.5,0
Sayonara Hatsukoi,ETR,8.5,0
syuten,FTR,8.5,0
To the Furthest Dream,PRS,8.5,0
ultradiaxon-N3,PRS,8.5,0
Vulcanus,PRS,8.5,0
Welcome Queen of Fiction,PRS,8.5,0
Breach of Faith,PRS,8.4,0
Cyaegha,PRS,8.4,0
DAAT -The First Seeker of Souls-,PRS,8.4,0
Eccentric Tale,FTR,8.4,0
FURETE-MITAI,FTR,8.4,0
Grandspell,PRS,8.4,0
INTERNET OVERDOSE,FTR,8.4,0
Ladymade Star,FTR,8.4,0
Lilly,PRS,8.4,0
Lumia,FTR,8.4,0
MEGALOVANIA (Camellia Remix),PRS,8.4,0
Moonheart,FTR,8.4,0
Purgatorium,FTR,8.4,0
Rabbit In The Black Room,FTR,8.4,0
REconstruction,FTR,8.4,0
Ringed Genesis,PRS,8.4,0
Snow White,FTR,8.4,0
taboo tears you up 2017,FTR,8.4,0
Vainspire,FTR,8.4,0
AttraqtiA,PRS,8.3,0
Avril -Flicka i krans-,FTR,8.3,0
Bookmaker (2D Version),FTR,8.3,0
Code Oblivion,PRS,8.3,0
Dematerialized,ETR,8.3,0
disintegration,FTR,8.3,0
Dot to Dot feat. Shully,FTR,8.3,0
Ether Strike,PRS,8.3,0
I want You,FTR,8.3,0
IZANA,PRS,8.3,0
MIRINAE,PRS,8.3,0
Oblivia,FTR,8.3,0
Placebo Battler,PRS,8.3,0
san skia,FTR,8.3,0
Shades of Light in a Transcendent Realm,FTR,8.3,0
Tie me down gently,FTR,8.3,0
Xterfusion,PRS,8.3,0
1F,FTR,8.2,0
blue comet,FTR,8.2,0
Dantalion,PRS,8.2,0
eden,PRS,8.2,0
Genesis (Iris),FTR,8.2,0
Halcyon,PRS,8.2,0
Hall of Mirrors,FTR,8.2,0
Last Goodbye,FTR,8.2,0
LiftOff,FTR,8.2,0
Lucifer,FTR,8.2,0
Miles,FTR,8.2,0
One Last Drive,FTR,8.2,0
Prayer,FTR,8.2,0
Qovat,PRS,8.2,0
ROST PAGE GENE,PRS,8.2,0
TEmPTaTiON,PRS,8.2,0
3rd Avenue,PRS,8.1,0
Astral Quantization,PRS,8.1,0
Bullet Waiting for Me (James Landino remix),FTR,8.1,0
Diode,FTR,8.1,0
G e n g a o z o,PRS,8.1,0
Gimme Caramel Popcorn!,FTR,8.1,0
Hikari,FTR,8.1,0
Ive heard it said,FTR,8.1,0
Rise of the World,PRS,8.1,0
Subsphere in Eclosion,PRS,8.1,0
UNKNOWN LEVELS,PRS,8.1,0
~_+,PRS,8,0
Black MInD,PRS,8,0
Crimson Throne,PRS,8,0
Desive,PRS,8,0
Dull Blade,PRS,8,0
Prism,FTR,8,0
Relentless,FTR,8,0
Were All Gonna Die,PRS,8,0
world.execute(me),FTR,8,0
yomibito_shirazu,PRS,8,0
yuardina,PRS,8,0
[X],PRS,7.8,0
10pt8ion,PRS,7.8,0
7thSense,PRS,7.8,0
8-EM,PRS,7.8,0
99 Glooms,PRS,7.8,0
AMAZING MIGHTYYYY!!!!,PRS,7.8,0
ANDORXOR,PRS,7.8,0
Antagonism,PRS,7.8,0
Arcahv,PRS,7.8,0
Ashen 6oundary,PRS,7.8,0
Astra walkthrough,PRS,7.8,0
Beautiful Dreamer,PRS,7.8,0
BLRINK,PRS,7.8,0
Brand new world,FTR,7.8,0
Capella,PRS,7.8,0
carmine scythe,PRS,7.8,0
CHAOSBLAST,PRS,7.8,0
Climax,PRS,7.8,0
Clotho and the stargazer,FTR,7.8,0
corps-sans-organes,PRS,7.8,0
cyanine,PRS,7.8,0
Death By Glamour,FTR,7.8,0
Dement ~after legend~,FTR,7.8,0
Devillic Sphere,PRS,7.8,0
Distorted Fate,PRS,7.8,0
Divine Light of Myriad,PRS,7.8,0
Dont Fight The Music,PRS,7.8,0
Dream goes on,FTR,7.8,0
Dual Dependency,PRS,7.8,0
Far Away Light,PRS,7.8,0
Filament,PRS,7.8,0
First Snow,FTR,7.8,0
GOODRAGE,PRS,7.8,0
Hybris (The one who shattered),PRS,7.8,0
IMPACT,PRS,7.8,0
Infinity Heaven,FTR,7.8,0
